이벤트발생일,수분6,수분7,수분8,수분9,수분10
2022-12-11 16:34,32.7,31.3,25.6,33.4,25.4
2022-12-11 17:05,32.4,28.5,24.7,32.7,24.4
2022-12-11 17:36,33.1,30.6,23.4,32.2,23.2
2022-12-11 18:07,33.1,25.9,23.2,30.7,23.4
2022-12-11 18:38,33.4,27.5,23.8,31.5,22.1
2022-12-11 19:09,30.4,31.1,23.1,30.9,22.9
2022-12-11 19:40,34.9,29.4,23.2,30.6,21.8
2022-12-11 20:11,29.7,26.3,23.6,30.2,22.6
2022-12-11 20:42,34,31.1,23.8,30.1,22.8
2022-12-11 21:13,30.7,28.1,23.1,30.4,21.5
2022-12-11 21:44,32.7,28.4,23.2,30.4,22.1
2022-12-11 22:15,31.1,28.5,22.8,30.4,21.8
2022-12-11 22:46,29.4,28.9,23.8,30.1,21.8
2022-12-11 23:17,30.7,29.6,23.4,30.4,22.2
2022-12-11 23:48,34.5,27.3,23.6,29.8,21.8
2022-12-12 1:21,29.7,28.5,23.4,30,22.2
2022-12-12 1:52,34.7,28.9,23.6,30,21.4
2022-12-12 2:23,31.5,29.3,23.2,29.7,21.2
2022-12-12 2:54,32.4,27.5,22.8,29.8,21.8
2022-12-12 3:25,35.5,27.2,22.7,29.7,20.6
2022-12-12 3:55,30,29.7,23.2,29.7,20.8
2022-12-12 4:26,34.1,28.3,23.3,29.8,22
2022-12-12 4:57,28.3,29.8,23.2,29.7,21
2022-12-12 5:28,31.3,28.3,23.1,30.2,21.4
2022-12-12 5:59,28.6,28.5,23.3,30.1,21.5
2022-12-12 6:30,35.3,29.3,23.2,30.4,22
2022-12-12 7:01,30.4,26.9,22.7,30.4,21.4
2022-12-12 7:32,32.4,27.8,22.4,30.1,21.2
2022-12-12 8:03,31.1,27.5,22.7,29.8,21.2
2022-12-12 8:34,32.9,28.8,22.7,30.1,22.1
2022-12-12 9:05,31.4,29.4,23.4,30.4,23.1
2022-12-12 9:36,32.4,27.8,24.3,31.1,23.4
2022-12-12 10:07,32.1,29.3,24.9,32,23.7
2022-12-12 10:38,32.7,30,25.8,32.2,24.8
2022-12-12 11:09,32.9,30.4,26.8,32.7,25.5
2022-12-12 11:40,33.1,29.7,27,33.1,25.8
2022-12-12 12:11,32.5,31.3,26.8,33.3,25.5
2022-12-12 12:42,32.5,32.5,26.2,33.3,25.5
2022-12-12 13:44,32.7,31.3,25.2,33.1,25
2022-12-12 14:46,32.1,28.9,24.8,32.9,25
2022-12-12 15:17,32.9,28.1,24.7,32.7,24.7
2022-12-12 16:19,32.7,30.2,24.2,32.1,24.4
2022-12-12 16:50,32.4,27.5,24.4,32.2,24.3
2022-12-12 17:21,30.4,29.3,23.2,32.2,23.2
2022-12-12 17:52,33.3,29.6,23.2,31.3,22.8
2022-12-12 18:23,30.1,26,23.4,31.1,23.2
2022-12-12 18:54,31.3,27.5,23.6,31.4,23.4
2022-12-12 19:25,30.4,27.3,23.6,32.2,24.2
2022-12-12 19:56,31.1,29.3,24.4,32.4,23.7
2022-12-12 20:28,33.3,30.9,24.2,32.2,23.6
2022-12-12 20:58,30.9,30.1,24.3,32.1,23.6
2022-12-12 21:29,30.9,29.7,24.7,32.3,23.6
2022-12-12 22:00,33.3,30,24.3,32.4,23.8
2022-12-12 22:31,34.7,30,24.3,32.5,24.2
2022-12-12 23:33,32.5,28.4,24.7,32.3,23.8
2022-12-13 0:05,30,30,23.4,32.1,23.4
2022-12-13 0:35,30.9,28.4,23.4,31.4,23.4
2022-12-13 1:06,33.3,27.8,23.4,31.5,23.2
2022-12-13 1:37,30.4,29.8,23.6,31.3,22.2
2022-12-13 2:08,29.4,28.2,23.7,31.4,23.6
2022-12-13 2:39,30.1,29.3,23.8,31.5,22.8
2022-12-13 3:10,29.4,28.9,24.2,31.4,22.8
2022-12-13 3:41,30,28.3,24.4,32,23.1
2022-12-13 4:12,32,29.3,23.4,32.1,23.4
2022-12-13 4:43,32.5,28.6,23.8,32.2,23.3
2022-12-13 5:14,33.7,29.4,24.6,31.5,22.7
2022-12-13 5:45,34.9,29.4,23.8,32.2,23.7
2022-12-13 6:16,33.1,28.4,23.4,32,23.2
2022-12-13 6:47,29.7,29.3,23.7,32.1,23.4
2022-12-13 7:18,30.2,29.7,23.4,32.1,23.4
2022-12-13 7:49,30.4,28.9,24.4,31.5,23.3
2022-12-13 8:20,35.5,28.4,24.7,32.1,24.6
2022-12-13 8:51,32.7,30.1,25,32.5,23.2
2022-12-13 9:22,35.5,27.8,25.6,33.1,24.4
2022-12-13 9:53,32.1,30.9,25.4,32.7,24.8
2022-12-13 10:24,32.3,30.7,25.6,33.1,25.1
2022-12-13 10:55,32.7,30.9,26.4,33.3,25.6
2022-12-13 11:26,32.5,30.7,25.8,33.1,25.2
2022-12-13 11:57,32.4,30,25.6,33.3,25.2
2022-12-13 12:28,33.1,30.6,26.2,33.3,25.8
2022-12-13 12:59,32.5,30.4,26.2,33.7,25.6
2022-12-13 13:30,32.2,31.1,25.6,33.4,25.8
2022-12-13 14:01,33.1,30.7,25.1,33.1,24.8
2022-12-13 15:03,30.9,28.9,24.7,32.4,24.8
2022-12-13 15:34,33.1,27.8,24.6,32.3,24.7
2022-12-13 16:05,32.1,30.4,24.4,32.2,23.7
2022-12-13 16:36,31.5,27.7,24.3,32.1,24.2
2022-12-13 17:07,30,29.6,24.3,32.4,23.4
2022-12-13 17:38,32.1,27.3,23.8,32,23.4
2022-12-13 18:09,33.4,28.3,23.8,32,23.2
2022-12-13 19:11,29.6,25.6,23.3,31.5,23.8
2022-12-13 19:42,35.3,30.6,22.9,31.5,22.9
2022-12-13 20:13,31.4,29.7,23.6,31.3,22.7
2022-12-13 20:44,29.6,26.2,23.4,30.9,23.7
2022-12-13 21:15,30,27.4,23.4,31.3,23.6
2022-12-13 21:46,33.3,27.5,23.2,30.9,23.2
2022-12-13 22:17,33.3,28.6,22.8,31.1,22.4
2022-12-13 22:48,34.9,29.3,23.3,31.1,22.4
2022-12-13 23:19,31.4,28.4,22.8,31.1,22.9
2022-12-13 23:50,30.1,28.3,23.4,31.1,23.2
2022-12-14 0:21,32.9,29.4,23.3,31.1,23.4
2022-12-14 0:52,30,28.4,23.3,31.1,22.2
2022-12-14 1:23,29.7,28.3,23.3,31.1,22.8
2022-12-14 1:54,29.4,29.7,23.2,30.9,23.2
2022-12-14 2:25,30.4,29.3,23.3,30.7,23.2
2022-12-14 2:56,28.4,28.6,23.4,30.6,21.8
2022-12-14 3:27,31.5,28.6,23.1,30.4,21.8
2022-12-14 3:58,34.1,27.8,22.8,30.4,22.4
2022-12-14 4:29,31.1,26.8,23.3,30.4,21.9
2022-12-14 5:00,33.7,27.5,22.8,30.2,21.8
2022-12-14 5:31,29.7,28.4,22.7,30.4,20.9
2022-12-14 6:02,29.4,26.8,22.2,30.4,21
2022-12-14 6:33,30,29.3,22.4,30.1,21.2
2022-12-14 7:04,30.4,26.3,23.2,29.7,21.1
2022-12-14 7:35,30.1,28.1,22.5,29.7,21.2
2022-12-14 8:06,32.3,27.2,22.7,29.7,21
2022-12-14 8:37,32.7,27.3,23.1,29.7,21.9
2022-12-14 9:08,30.6,27,23.2,30.1,21.9
2022-12-14 9:39,32.1,27.7,23.3,30.4,22.2
2022-12-14 10:10,32.3,27.4,24.6,30.6,22.6
2022-12-14 10:41,32.2,29.3,23.8,30.7,22.7
2022-12-14 11:12,32.5,28.8,24.3,31.1,22.8
2022-12-14 11:43,30.9,28.5,24.6,31.4,22.9
2022-12-14 12:14,31.1,29.7,24.8,31.4,23.3
2022-12-14 12:45,32.7,28.4,24.9,32,23.3
2022-12-14 13:16,31.1,28.6,24.6,31.5,23.4
2022-12-14 13:47,32.3,27.5,25,32.2,24.2
2022-12-14 14:18,30.9,28.1,24.2,31.4,23.4
2022-12-14 14:49,32.4,27.3,23.7,31.4,22.7
2022-12-14 15:20,31.5,28.9,23.4,30.9,22.8
2022-12-14 15:51,30.7,26.8,23.2,30.7,22.2
2022-12-14 16:53,32.4,27.5,22.7,30,22.1
2022-12-14 17:24,29.4,28.5,21.2,30,22.1
2022-12-14 17:55,29.7,28.4,20.9,29.8,21.5
2022-12-14 18:26,33.1,27.2,20.9,29.8,21.5
2022-12-14 18:57,31.4,27.5,22.8,29.6,20.8
2022-12-14 19:28,31.5,28.8,22.1,29.4,21
2022-12-14 19:59,28.5,27.7,22.6,29.3,20.4
2022-12-14 20:30,32.7,28.3,22.5,29.3,20.7
2022-12-14 21:01,28.9,28.6,22.5,29.7,21.4
2022-12-14 21:32,29.3,28.6,22.6,29.4,20.6
2022-12-14 22:03,28.4,28.8,22.1,29.6,21.4
2022-12-14 22:34,29.8,28.4,22,28.8,20.4
2022-12-14 23:05,31.5,28.5,22,28.6,20.2
2022-12-14 23:36,30,27.2,22,29.3,20.9
2022-12-15 0:07,30,27.8,21.4,28.8,20.7
2022-12-15 0:38,30.6,28.3,21.4,28.8,20.4
2022-12-15 1:09,31.3,27.5,21.5,28.5,20.6
2022-12-15 1:40,28.6,27.5,21.4,28.8,20.9
2022-12-15 2:11,30.9,28.3,21.5,28.9,20.8
2022-12-15 2:42,30.7,27.5,21.4,28.5,20.4
2022-12-15 3:13,29.7,27.5,21.5,28.6,20.1
2022-12-15 3:44,29.7,28.2,21.8,28.5,20.4
2022-12-15 4:15,30.6,26.8,21.4,28.2,20.6
2022-12-15 4:46,32.4,27.3,20.9,28.4,20.4
2022-12-15 5:17,30.2,28.2,21.4,28.6,20.3
2022-12-15 5:48,31.1,27.7,20.9,28.8,20.6
2022-12-15 6:19,31.1,26.9,20.7,28.8,20.6
2022-12-15 6:50,31.3,25.1,20.9,28.3,20.6
2022-12-15 7:21,30.9,26.2,20.4,28.2,20.3
2022-12-15 7:52,30.7,27.4,20.6,28.1,20.7
2022-12-15 8:23,30.2,27,21,28.6,21
2022-12-15 8:54,30.7,26.4,22.2,28.5,21.9
2022-12-15 9:25,33.1,28.2,22.7,29.6,22.9
2022-12-15 9:56,29.6,27.4,24.2,30.2,22.9
2022-12-15 10:27,32.4,27.9,23.3,30.4,23.1
2022-12-15 10:58,31.5,27.3,23.2,30.4,22.8
2022-12-15 11:29,31.5,29.4,24.7,31.4,24.2
2022-12-15 12:00,32.7,28.8,25,32.1,24.4
2022-12-15 12:31,32.7,28.9,25.4,32.7,25
2022-12-15 13:02,32.5,29.7,25.9,33.1,25.2
2022-12-15 13:33,32.3,29.7,25.6,32.9,25.4
2022-12-15 14:04,32.2,30.4,25.6,33.1,25.5
2022-12-15 14:35,32.7,30.4,24.9,32.7,24.9
2022-12-15 15:06,32.7,28.4,24.2,32.5,24.4
2022-12-15 15:37,31.1,30,23.4,32.1,23.7
2022-12-15 16:08,32.2,27.5,23.2,32,23.4
2022-12-15 16:39,32,27.7,23.1,31.4,23.4
2022-12-15 17:10,29.8,27.5,22.7,31.3,23.2
2022-12-15 17:41,31.5,27.3,23.1,30.9,23.4
2022-12-15 18:12,30.7,29.4,22.8,31.4,23.2
2022-12-15 18:43,30.4,27.9,22.9,32,22.7
2022-12-15 19:14,32.3,30.7,23.1,32.2,22.8
2022-12-15 19:45,32.3,27.4,23.8,32.3,22.8
2022-12-15 20:16,32,29.4,23.6,32.3,23.7
2022-12-15 20:47,33.6,27.9,23.8,32.3,23.1
2022-12-15 21:18,32.7,27.9,23.7,32.7,23.7
2022-12-15 21:49,31.1,28.4,23.8,32.5,23.4
2022-12-15 22:20,33.1,28.5,23.1,32.5,23.2
2022-12-15 22:51,34.7,28.9,22.7,32.5,23.7
2022-12-15 23:22,34.7,29.6,22.9,32.1,22.9
2022-12-15 23:53,33.3,27.5,23.1,31.5,22.4
2022-12-16 0:24,32.9,29.4,22.4,32.1,22.9
2022-12-16 0:55,31.4,27.8,22.9,32.1,22.9
2022-12-16 1:26,30,28.1,22.6,31.5,22.4
2022-12-16 1:57,33.3,27.3,22.2,31.1,23.3
2022-12-16 2:28,28.9,28.6,22.9,31.1,22.1
2022-12-16 2:59,30,29.4,22.4,31.1,23.1
2022-12-16 3:30,30.4,29.6,22.6,30.7,21.9
2022-12-16 4:01,29.6,28.6,22.2,30.7,22.8
2022-12-16 4:32,30.4,29.4,22.1,30.7,22.4
2022-12-16 5:03,32.5,27.4,22,30.4,21.4
2022-12-16 5:34,31.4,27.7,22.6,30.2,21.1
2022-12-16 6:05,29.4,27.8,21.5,30.2,22.1
2022-12-16 6:36,30.9,27.4,21.2,30.1,21.2
2022-12-16 7:07,33.3,27.4,21.9,29.8,21.2
2022-12-16 7:38,31.1,26.4,21.4,30,20.8
2022-12-16 8:09,31.1,25.6,21.4,29.7,21.1
2022-12-16 8:40,30.7,26.4,21.1,30,20.9
2022-12-16 9:11,30.7,27.8,21.9,30.1,21.5
2022-12-16 9:42,32.9,28.1,22.4,30.1,21.9
2022-12-16 10:13,31.4,27.5,22.7,30.6,21.5
2022-12-16 10:44,34.5,25.9,22.8,30.6,22.8
2022-12-16 11:15,32,27.9,23.2,30.7,22.6
2022-12-16 11:46,31.1,27.5,23.1,31.3,22.6
2022-12-16 12:17,31.3,28.5,23.6,31.4,23.2
2022-12-16 12:48,31.4,28.3,23.4,31.3,22.8
2022-12-16 13:19,31.1,28.2,23.2,31.3,23.1
2022-12-16 13:50,31.4,28.2,23.2,32,23.2
2022-12-16 14:21,30.7,27.5,22.6,31.3,22.6
2022-12-16 14:52,32.1,26.3,22.4,30.7,22.6
2022-12-16 15:23,30.4,28.8,22.5,31.3,22.2
2022-12-16 15:54,31.4,27.7,22.4,31.1,22.2
2022-12-16 16:25,32.5,27.7,22.5,30.7,22.4
2022-12-16 16:56,29.4,26,22.1,30.7,21.2
2022-12-16 17:27,31.1,27.4,21.5,30.6,21.2
2022-12-16 18:29,28.2,24.6,21.4,29.8,21.9
2022-12-16 19:00,34.1,29.4,22.4,30.4,22
2022-12-16 19:31,30.2,26.4,22.7,30.2,21.5
2022-12-16 20:02,30.7,27.2,22.8,30.2,21.5
2022-12-16 20:33,30.6,28.8,22.6,30.6,21.2
2022-12-16 21:04,33.4,26.8,22.8,30.4,21.1
2022-12-16 21:35,33.7,28.1,22.8,30.2,21.2
2022-12-16 22:06,32.7,27.2,22.6,30,20.8
2022-12-16 22:37,30.1,26.4,22.1,30.2,21.8
2022-12-16 23:08,30.1,28.1,22.1,30.4,21.4
2022-12-16 23:39,31.1,27.8,22.6,30,20.8
2022-12-17 0:10,33.1,27.5,22.6,30.2,21.8
2022-12-17 0:41,33.4,25.4,22.4,30,20.9
2022-12-17 1:12,31.3,29.6,22.7,29.7,21.5
2022-12-17 1:43,28.6,30.4,22.6,30.2,20.7
2022-12-17 2:14,30.1,28.9,22.6,30,20.6
2022-12-17 2:45,33.4,26.4,22.2,30.1,20.7
2022-12-17 3:16,29.3,29.4,22.1,29.6,21.1
2022-12-17 3:47,30,28.3,21.8,29.7,20.3
2022-12-17 4:18,30.2,27.8,21.9,29.4,20.7
2022-12-17 4:49,30.7,28.1,21.4,29.7,20.3
2022-12-17 5:20,31.1,27.5,21.2,29.4,20.3
2022-12-17 5:51,29.8,27.5,21.1,29.6,20.6
2022-12-17 6:22,32,25.6,20.9,29.6,20.6
2022-12-17 6:53,32.2,26.4,21.2,29.6,20.7
2022-12-17 7:24,29.7,27,20.8,29.7,21
2022-12-17 7:55,32.4,26,21,29.7,20.6
2022-12-17 8:26,30.4,25.2,21.4,29.7,21.1
2022-12-17 8:57,29.8,26.3,21.2,29.7,21.1
2022-12-17 9:28,28.6,26.3,22.1,29.8,21.8
2022-12-17 9:59,32.3,26.9,22.4,30.1,21.5
2022-12-17 10:30,33.6,28.2,22,30.2,20.9
2022-12-17 11:01,31.3,27.4,22.6,30.1,22
2022-12-17 11:32,29.8,28.4,22.5,30.7,21.4
2022-12-17 12:03,28.1,27.7,22.5,30.6,21.8
2022-12-17 12:34,31.4,26.8,22.8,30.6,21.8
2022-12-17 13:05,28.6,27.9,22.2,30.7,21.9
2022-12-17 13:36,28.1,26.2,22.1,30.4,21.9
2022-12-17 14:07,29.7,27.8,21.9,30.4,22
2022-12-17 14:38,28.5,27.4,21.9,30.4,22
2022-12-17 15:09,29.4,26.3,21.8,30.4,22.2
2022-12-17 15:40,30.7,26.3,22,30.4,21.9
2022-12-17 16:11,31.3,27.3,21,30.4,21.8
2022-12-17 16:42,31.1,25.6,21.4,30.1,21.8
2022-12-17 17:13,28.9,24.9,20.9,30.4,21.1
2022-12-17 17:44,32.7,27.7,20.3,30.1,21.9
2022-12-17 18:15,29.7,25.5,21,29.7,21
2022-12-17 18:46,28.8,26.3,21.8,29.7,21.8
2022-12-17 19:17,32.5,26.4,21.1,29.7,20.8
2022-12-17 19:48,34,25.8,20.6,29.4,21.4
2022-12-17 20:19,30.6,26.2,20.8,28.9,21
2022-12-17 20:50,33.1,26.9,20.4,28.9,20.7
2022-12-17 21:21,29.4,27.5,20.9,29.4,21.1
2022-12-17 21:52,32.5,26.9,21.4,29.7,20.9
2022-12-17 22:23,32.4,26.8,21.5,29.7,21
2022-12-17 22:54,32.4,27.4,22,29.7,21.2
2022-12-17 23:25,32.7,26.3,21.5,30.1,22
2022-12-17 23:56,30.2,28.1,21.8,30.2,21.9
2022-12-18 0:27,31.3,27.9,21.8,30.1,21.9
2022-12-18 0:58,32.7,27.8,21.5,30.4,21
2022-12-18 1:29,29.8,26.3,21.9,30.4,21.4
2022-12-18 2:00,31.5,27.5,21.5,30.2,21.1
2022-12-18 2:31,30.2,25.9,21.8,30.1,21.5
2022-12-18 3:33,33.1,25.6,21.9,30.2,21
2022-12-18 4:04,33.1,26.8,21.8,30.1,21.5
2022-12-18 4:35,29.7,27.4,22,30.2,21
2022-12-18 5:06,32.3,26.4,21.9,30,20.7
2022-12-18 5:37,31.4,27.2,22.1,30,20.7
2022-12-18 6:08,33.6,27.8,21.8,30.1,21.5
2022-12-18 6:39,31.5,26.8,21.2,29.8,20.7
2022-12-18 7:10,29.4,26,21.4,30.4,20.9
2022-12-18 7:41,30,27.3,20.6,29.7,20.6
2022-12-18 8:12,30.7,27,20.6,29.7,21.2
2022-12-18 8:43,30.4,27.2,21.1,30.2,21
2022-12-18 9:14,31.5,27.4,22.4,30.2,21.2
2022-12-18 9:45,30.4,27.2,22.6,30.6,21.9
2022-12-18 10:16,29.4,27.3,22.8,30.6,22
2022-12-18 10:47,30.4,27.9,23.3,30.6,22.1
2022-12-18 11:18,30.4,27.7,22.7,30.7,22.2
2022-12-18 12:20,30.7,27.9,23.4,30.9,22.2
2022-12-18 12:51,32,28.5,23.2,30.9,22.5
2022-12-18 13:22,30.4,27.3,22.1,30.7,22
2022-12-18 13:53,30.9,27.5,22.7,30.9,22.1
2022-12-18 14:24,31.1,27.5,22.9,31.3,22.2
2022-12-18 14:55,30.4,26.8,22.8,31.3,22.1
2022-12-18 15:26,30.4,27,22.6,30.7,21.8
2022-12-18 15:57,30.9,27.4,22.4,30.7,21.5
2022-12-18 16:28,29.7,25.6,21.8,30.7,21.4
2022-12-18 17:30,31.4,25,20.7,29.4,21
2022-12-18 18:01,32.3,26.8,19.9,29.6,20.2
2022-12-18 18:32,31.3,26.3,19.6,28.6,20.4
2022-12-18 19:03,30.4,27.3,21,28.6,20.6
2022-12-18 19:34,30.4,27.4,21.2,28.8,20.3
2022-12-18 20:05,28.8,26.2,21.2,28.9,20.1
2022-12-18 20:36,30.4,27.3,20.7,28.6,20.2
2022-12-18 21:07,33.4,25.6,20.7,28.9,20.6
2022-12-18 21:38,29.8,25.6,21,28.9,20.1
2022-12-18 22:09,31.1,27.4,20.8,29.3,20.3
2022-12-18 22:40,28.8,27,21,28.8,20.2
2022-12-18 23:11,30.4,26.3,20.9,28.6,20.3
2022-12-18 23:42,30.4,27.7,21.5,28.9,20.1
2022-12-19 0:13,31.1,28.3,21.8,29.6,20.8
2022-12-19 0:44,27.5,28.2,20.8,29.4,20.4
2022-12-19 1:15,30,26,20.7,28.8,20.1
2022-12-19 1:46,28.8,25.1,20,28.6,19.6
2022-12-19 2:17,30.2,25.6,19.9,28.3,20.2
2022-12-19 2:48,30,25.6,19.7,27.9,19.6
2022-12-19 3:19,28.5,26.2,20.1,27.7,19.4
2022-12-19 3:50,27.8,27.5,19.7,28.1,19.4
2022-12-19 4:21,28.1,26.9,19.7,28.3,19.6
2022-12-19 4:52,28.2,27.4,19.7,27.8,19.6
2022-12-19 5:23,28.6,28.1,19.6,28.2,19.6
2022-12-19 5:54,28.6,28.1,19.6,27.7,19
2022-12-19 6:25,27.9,25.8,18.8,27.8,19
2022-12-19 6:56,27.2,27.3,18.3,27.5,19.4
2022-12-19 7:27,27.2,27.4,18.1,27,18.9
2022-12-19 7:58,25.8,25.8,18.1,26.9,19
2022-12-19 8:29,27.2,26.4,18.6,27.7,19.5
2022-12-19 9:00,26.3,27.5,20.1,27.8,20.2
2022-12-19 9:31,25.6,25.6,21,27.9,20.8
2022-12-19 10:02,28.1,27.7,21,28.4,20.7
2022-12-19 10:33,25.6,25.6,21.8,29.3,21.2
2022-12-19 11:04,27,26,22.4,29.7,22.2
2022-12-19 11:35,27.4,27.2,22.5,30.2,22.6
2022-12-19 12:06,28.2,26.8,23.4,30,23.2
2022-12-19 12:37,27.5,28.6,23.2,30.2,23.1
2022-12-19 13:39,28.3,27.8,22.7,30.6,23.2
2022-12-19 14:10,27.8,27.8,23.1,31.1,23.6
2022-12-19 14:41,28.6,28.6,22.9,31.4,23.6
2022-12-19 15:12,28.1,28.2,22.8,31.5,23.4
2022-12-19 15:43,28.9,28.3,22.8,31.4,23.3
2022-12-19 16:14,28.3,28.2,22.2,31.1,23.1
2022-12-19 16:45,29.6,26,21.4,30.6,22
2022-12-19 17:16,27.7,27.7,20.4,30.4,21.4
2022-12-19 17:47,29.7,25.6,20.2,29.7,21.8
2022-12-19 18:18,28.8,25.9,20.1,29.6,21.1
2022-12-19 18:49,28.5,25.6,21.1,29.7,21
2022-12-19 19:20,26.9,26.8,21.2,30,21.2
2022-12-19 19:51,29.8,28.8,21,29.6,21.4
2022-12-19 20:22,30.4,28.4,21.5,29.8,21.8
2022-12-19 20:53,28.2,26.3,21.8,30.2,20.9
2022-12-19 21:24,30.4,27.2,21.1,30.1,21.9
2022-12-19 21:55,29.4,27.9,21.4,30.1,21.8
2022-12-19 22:26,29.8,26.2,21.1,30.1,21.2
2022-12-19 22:57,28.2,27.8,21.2,29.7,21.1
2022-12-19 23:28,28.9,26.3,20.9,30,21.5
2022-12-19 23:59,26.9,28.2,21.2,29.7,21.4
2022-12-20 0:30,29.6,28.4,20.9,29.8,20.7
2022-12-20 1:01,26,27.8,20.8,29.3,20.6
2022-12-20 1:32,30.4,26.9,20.3,29.7,21
2022-12-20 2:03,28.9,26.4,20,29.4,19.9
2022-12-20 2:34,29.3,25.9,19.5,29.4,20.1
2022-12-20 3:05,28.2,27.4,19.5,28.6,20.7
2022-12-20 3:36,27.4,27.4,19.4,28.8,20
2022-12-20 4:07,25.9,25.9,18.7,28.9,20.1
2022-12-20 4:38,27.3,26.2,18.3,28.9,19.9
2022-12-20 5:09,28.9,27.3,18.7,28.8,20.2
2022-12-20 5:40,25.6,27.7,18.2,28.6,19.6
2022-12-20 6:11,24.6,25.8,17.1,28.4,19.7
2022-12-20 6:42,25.6,26.4,16.8,28.3,19.5
2022-12-20 7:13,25.2,24.9,16.8,28.1,19
2022-12-20 7:44,25.6,25.8,16.5,27.7,19.4
